Timestamp Pulled,Date of Game,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
2025-12-08 01:31:19,2025-12-08 20:15,Los Angeles Chargers,Philadelphia Eagles,No,2401.3,Yes,-108.22,-111.22,114.0,-135.56,-110.89,-109.11,-115,-105,110,-130,-112,-108,-105.0,-115.0,115.0,-135.0,-110.0,-110.0,-105,-115,114,-134,-115,-105,-110.0,-110.0,109.0,-134.0,-110.0,-110.0,-103.0,-107.0,116.0,-136.0,-107.0,-107.0,-109.0,-111.0,115.0,-135.0,-110.0,-110.0,-112.0,-113.0,112.0,-141.0,-114.0,-112.0,-110,-110,115,-135,-110,-110,-105.0,-115.0,120.0,-140.0,-110.0,-110.0
2025-12-08 01:31:19,2025-12-11 20:15,Tampa Bay Buccaneers,Atlanta Falcons,Yes,413.8,Yes,-107.75,-111.75,-237.0,189.86,-108.12,-112.0,-105,-115,-225,185,-110,-110,-110.0,-110.0,,,-105.0,-115.0,-105,-115,-245,200,-110,-110,-110.0,-110.0,-234.0,179.0,-110.0,-110.0,-105.0,-105.0,-240.0,200.0,-102.0,-113.0,-110.0,-110.0,-240.0,200.0,-105.0,-115.0,-112.0,-114.0,-250.0,180.0,-113.0,-113.0,-105,-115,-225,185,-110,-110,,,,,,
2025-12-08 01:31:19,2025-12-14 13:00,Houston Texans,Arizona Cardinals,No,1027.0,No,-111.33,-108.67,-521.67,396.67,-110.0,-110.0,-110,-110,-550,410,-110,-110,,,,,,,-114,-106,-490,380,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,-110,-110,-525,400,-110,-110,,,,,,
2025-12-08 01:31:19,2025-12-14 13:00,Cincinnati Bengals,Baltimore Ravens,Yes,423.8,No,-110.14,-109.14,114.17,-137.5,-109.86,-110.14,-105,-115,110,-130,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-110,-110,120,-142,-115,-105,,,,,,,-107.0,-103.0,115.0,-135.0,-107.0,-107.0,-112.0,-108.0,115.0,-135.0,-110.0,-110.0,-112.0,-113.0,110.0,-143.0,-112.0,-114.0,-115,-105,115,-140,-105,-115,,,,,,
2025-12-08 01:31:19,2025-12-14 13:00,New England Patriots,Buffalo Bills,Yes,387.4,No,-114.29,-19.57,-109.29,-111.71,-109.86,-110.0,-120,100,-105,-115,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-122,100,-108,-108,-110,-110,,,-111.0,-114.0,,,-105.0,-105.0,-115.0,-105.0,-107.0,-107.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-113.0,-112.0,-106.0,-120.0,-112.0,-113.0,-120,100,-105,-115,-110,-110,,,,,,
2025-12-08 01:31:19,2025-12-14 13:00,Chicago Bears,Cleveland Browns,No,307.0,No,-81.88,-113.12,-392.86,300.71,-108.38,-111.62,-115,-105,-395,310,-102,-118,-110.0,-110.0,,,-110.0,-110.0,-104,-118,-420,320,-110,-110,-110.0,-110.0,-380.0,275.0,-110.0,-110.0,103.0,-114.0,-350.0,280.0,-107.0,-107.0,-102.0,-118.0,-350.0,280.0,-110.0,-110.0,-107.0,-120.0,-455.0,320.0,-113.0,-113.0,-110,-110,-400,320,-105,-115,,,,,,
2025-12-08 01:31:19,2025-12-14 13:00,Jacksonville Jaguars,New York Jets,No,838.5,No,-109.14,-110.29,-805.14,537.43,-109.43,-110.57,-110,-110,-700,500,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-110,-110,-900,610,-110,-110,,,-901.0,530.0,,,-105.0,-105.0,-800.0,561.0,-107.0,-107.0,-110.0,-110.0,-800.0,561.0,-110.0,-110.0,-114.0,-112.0,-835.0,500.0,-114.0,-112.0,-105,-115,-700,500,-105,-115,,,,,,
2025-12-08 01:31:19,2025-12-14 13:00,Kansas City Chiefs,Los Angeles Chargers,Yes,1369.2,No,-107.0,-113.0,-202.33,168.33,-115.0,-105.0,-105,-115,-192,160,-115,-105,,,,,,,-106,-114,-215,180,-115,-105,,,,,,,,,,,,,,,,,,,,,,,,,-110,-110,-200,165,-115,-105,,,,,,
2025-12-08 01:31:19,2025-12-14 13:00,Philadelphia Eagles,Las Vegas Raiders,No,2181.5,No,-109.75,-111.75,-1053.75,650.0,-111.5,-110.0,-110,-110,-1000,650,-112,-108,,,,,,,-110,-110,-1100,700,-115,-105,,,,,,,,,,,,,,,,,,,-114.0,-112.0,-1115.0,600.0,-114.0,-112.0,-105,-115,-1000,650,-105,-115,,,,,,
2025-12-08 01:31:19,2025-12-14 13:00,New York Giants,Washington Commanders,Yes,198.2,No,-110.25,-109.25,-132.86,81.86,-112.0,-108.12,-115,-105,-130,110,-115,-105,-110.0,-110.0,,,-115.0,-105.0,-110,-110,-142,120,-105,-115,-110.0,-110.0,-124.0,-102.0,-110.0,-110.0,-105.0,-105.0,-135.0,115.0,-113.0,-102.0,-110.0,-110.0,-135.0,115.0,-115.0,-105.0,-112.0,-114.0,-139.0,110.0,-113.0,-113.0,-110,-110,-125,105,-110,-110,,,,,,
